panelist,samplekey,Floral,Fruity,Woody,Complexity,Malt,Sweet,Peaty,Dried_fruits,Aftertaste,date
4,000606,40,50,40,50,40,40,10,50,50,2022-11-08
4,000607,40,60,30,40,30,20,0,30,30,2022-11-08
4,000611,40,70,30,50,30,50,0,30,50,2022-11-08
4,000638,30,30,40,30,30,30,10,30,30,2022-11-08
4,000639,30,40,50,40,40,30,0,40,40,2022-11-08
4,000640,30,40,30,30,30,40,0,40,40,2022-11-08
4,000645,40,30,50,50,40,30,0,50,50,2022-11-08
4,000648,40,70,30,40,20,30,0,20,40,2022-11-08
4,000649,50,40,40,40,30,20,0,30,40,2022-11-08
4,000650,30,40,40,30,40,20,0,40,40,2022-11-08
4,000652,50,30,50,40,30,30,0,30,50,2022-11-08
4,000654,20,50,40,40,20,10,40,20,50,2022-11-08
4,000655,50,40,60,40,30,50,0,30,50,2022-11-08
1,000011,30,60,60,70,50,50,10,50,70,2022-10-22
1,000354,40,60,70,60,50,60,0,50,50,2022-10-22
1,000356,50,40,70,60,50,50,0,30,60,2022-10-22
1,000357,50,30,50,50,20,30,60,40,70,2022-10-22
1,000361,20,70,60,70,40,60,0,40,80,2022-10-22
1,000362,40,50,50,50,40,40,0,50,50,2022-10-22
1,000365,30,40,50,40,40,40,20,30,50,2022-10-22
1,000367,50,30,70,50,60,60,0,40,50,2022-10-22
1,000369,50,30,50,60,30,40,50,50,60,2022-10-22
1,000371,40,40,60,80,30,30,30,30,70,2022-10-22
1,000373,30,60,70,60,50,40,0,50,70,2022-10-22
1,000375,50,30,70,40,20,30,50,30,60,2022-10-22
1,000376,30,60,60,50,40,50,0,40,50,2022-10-22
1,000377,40,40,70,70,30,40,10,40,80,2022-10-22
1,000378,40,50,70,50,30,30,0,40,60,2022-10-22
1,000379,30,50,50,40,30,30,0,30,40,2022-10-22
1,000382,40,50,60,50,50,50,0,40,50,2022-10-22
1,000384,60,40,50,50,30,40,70,50,60,2022-10-22
1,000386,30,70,70,60,60,60,0,50,70,2022-10-22
1,000387,70,60,50,60,30,50,0,20,50,2022-10-22
1,000388,30,60,50,60,50,50,0,40,50,2022-10-22
1,000389,40,30,50,40,30,40,0,40,50,2022-10-22
1,000390,50,30,60,40,30,30,0,40,50,2022-10-22
1,000393,50,30,60,60,30,30,60,40,60,2022-10-22
1,000394,40,50,70,30,30,40,0,40,70,2022-10-22
1,000396,40,60,60,70,50,50,0,50,70,2022-10-22
1,000398,40,40,70,50,40,40,0,50,70,2022-10-22
1,000401,50,30,50,50,20,30,50,30,50,2022-10-22
1,000402,30,70,60,60,40,40,0,30,60,2022-10-22
1,000403,40,50,60,50,30,40,0,40,60,2022-10-22
1,000404,40,60,60,50,40,50,0,40,50,2022-10-22
1,000405,30,50,40,40,40,40,0,30,40,2022-10-22
1,000406,60,30,50,60,30,40,60,50,60,2022-10-22
1,000407,30,50,60,50,50,50,10,50,60,2022-10-22
1,000408,50,60,60,50,50,40,0,40,50,2022-10-22
1,000410,30,70,70,70,50,50,0,30,70,2022-10-22
1,000411,60,60,40,70,60,60,0,50,50,2022-10-22
1,000412,30,50,70,60,50,60,10,50,60,2022-10-22
1,000413,70,60,40,70,60,60,0,40,50,2022-10-22
1,000414,50,60,60,40,40,40,10,50,50,2022-10-22
1,000415,30,40,40,30,30,30,20,40,50,2022-10-22
1,000416,40,60,40,60,40,40,0,50,50,2022-10-22
1,000418,50,30,60,50,40,30,30,30,50,2022-10-22
1,000419,40,50,60,50,30,30,10,40,50,2022-10-22
1,000420,50,50,50,50,50,50,0,20,70,2022-10-22
1,000421,60,60,50,60,40,40,0,20,40,2022-10-22
1,000423,30,60,40,40,50,40,0,40,40,2022-10-22
1,000424,40,50,50,30,40,40,0,40,50,2022-10-22
1,000425,30,40,60,60,50,60,0,40,60,2022-10-22
1,000383,50,30,50,60,30,40,60,30,60,2022-10-22
2,000011,30,60,60,80,30,40,20,40,50,2022-10-22
2,000354,40,50,70,70,50,60,10,40,50,2022-10-22
2,000356,60,60,60,70,40,50,0,40,60,2022-10-22
2,000357,40,20,60,40,30,30,80,30,80,2022-10-22
2,000361,30,80,60,80,50,70,10,50,70,2022-10-22
2,000362,40,50,40,40,30,30,10,40,60,2022-10-22
2,000365,30,30,40,30,40,30,20,30,40,2022-10-22
2,000367,30,30,60,40,60,70,0,50,40,2022-10-22
2,000369,50,30,70,50,30,20,50,40,70,2022-10-22
2,000371,40,20,60,80,50,10,40,30,70,2022-10-22
2,000373,20,60,80,50,50,50,0,40,80,2022-10-22
2,000375,50,30,60,40,30,20,40,30,50,2022-10-22
2,000376,50,70,50,70,50,50,0,60,40,2022-10-22
2,000377,50,40,80,60,40,30,10,30,80,2022-10-22
2,000378,40,50,70,50,50,40,10,50,50,2022-10-22
2,000379,40,40,40,30,40,30,0,20,30,2022-10-22
2,000382,50,40,70,40,50,40,10,50,30,2022-10-22
2,000384,50,20,50,40,40,30,80,30,40,2022-10-22
2,000386,40,60,80,60,70,50,10,50,70,2022-10-22
2,000387,70,50,40,50,30,70,10,20,40,2022-10-22
2,000388,30,60,50,50,40,50,10,50,40,2022-10-22
2,000389,40,40,50,30,40,50,0,40,50,2022-10-22
2,000390,40,30,50,30,40,30,10,30,40,2022-10-22
2,000393,50,30,70,50,30,30,70,30,70,2022-10-22
2,000394,40,50,70,40,40,50,10,40,60,2022-10-22
2,000396,40,70,60,70,40,60,0,50,60,2022-10-22
2,000398,30,40,70,40,40,50,0,40,70,2022-10-22
2,000401,40,30,60,50,30,40,60,20,60,2022-10-22
2,000402,30,70,60,60,40,60,10,30,50,2022-10-22
2,000403,50,60,60,50,30,60,0,30,50,2022-10-22
2,000404,40,60,70,50,40,60,0,30,50,2022-10-22
2,000405,30,50,60,40,40,60,0,30,60,2022-10-22
2,000406,50,20,70,40,30,20,70,30,60,2022-10-22
2,000407,30,40,60,50,50,60,0,30,40,2022-10-22
2,000408,40,30,70,50,50,30,10,50,30,2022-10-22
2,000410,30,60,80,70,50,60,10,30,70,2022-10-22
2,000411,60,70,60,60,50,50,0,50,40,2022-10-22
2,000412,20,50,80,50,60,80,10,40,50,2022-10-22
2,000413,80,60,40,70,40,60,0,20,40,2022-10-22
2,000414,30,50,70,40,50,50,10,40,70,2022-10-22
2,000415,40,40,50,50,30,40,20,30,50,2022-10-22
2,000416,40,70,40,40,40,60,0,30,30,2022-10-22
2,000418,50,30,70,40,50,40,30,20,40,2022-10-22
2,000419,40,50,50,50,50,50,10,50,50,2022-10-22
2,000420,40,60,30,60,30,50,10,30,70,2022-10-22
2,000421,60,60,40,60,40,50,10,20,30,2022-10-22
2,000423,40,80,30,40,50,50,10,40,40,2022-10-22
2,000424,30,40,50,40,50,40,10,50,40,2022-10-22
2,000425,40,50,70,60,40,50,0,50,40,2022-10-22
2,000383,50,20,60,60,40,30,70,20,60,2022-10-22
3,000011,50,40,60,70,40,30,20,30,60,2022-10-22
3,000354,40,50,60,60,50,60,0,30,60,2022-10-22
3,000356,60,40,70,50,40,50,0,20,60,2022-10-22
3,000357,50,20,60,40,30,40,70,30,80,2022-10-22
3,000361,30,70,70,60,50,40,0,40,60,2022-10-22
3,000362,40,40,60,50,40,40,0,30,50,2022-10-22
3,000365,40,40,40,40,30,30,20,30,40,2022-10-22
3,000367,50,30,60,50,50,60,0,30,60,2022-10-22
3,000369,40,50,60,60,40,30,50,30,60,2022-10-22
3,000371,50,40,70,70,40,30,30,40,70,2022-10-22
3,000373,20,60,70,70,40,50,0,40,70,2022-10-22
3,000375,50,30,50,40,40,30,50,10,60,2022-10-22
3,000376,40,70,50,60,40,60,0,40,50,2022-10-22
3,000377,50,40,80,50,40,30,10,30,70,2022-10-22
3,000378,40,50,70,60,40,40,0,40,60,2022-10-22
3,000379,30,50,50,40,30,40,0,30,50,2022-10-22
3,000382,50,30,60,40,60,50,0,40,40,2022-10-22
3,000384,50,40,50,40,30,40,80,40,50,2022-10-22
3,000386,40,50,80,60,70,60,0,30,50,2022-10-22
3,000387,50,60,30,40,40,60,0,20,40,2022-10-22
3,000388,40,60,50,60,40,40,0,40,60,2022-10-22
3,000389,30,30,50,30,30,40,0,20,40,2022-10-22
3,000390,50,50,50,50,30,30,20,30,50,2022-10-22
3,000393,30,40,60,40,30,40,60,30,60,2022-10-22
3,000394,30,50,70,40,40,50,0,40,60,2022-10-22
3,000396,30,60,70,50,40,50,0,40,60,2022-10-22
3,000398,30,60,70,50,30,30,0,30,80,2022-10-22
3,000401,30,30,50,60,40,40,50,20,60,2022-10-22
3,000402,20,60,70,60,40,40,10,30,60,2022-10-22
3,000403,30,60,40,50,40,40,0,30,50,2022-10-22
3,000404,30,80,60,60,30,50,0,30,60,2022-10-22
3,000405,30,50,70,40,40,40,0,40,60,2022-10-22
3,000406,50,30,40,50,50,30,70,30,60,2022-10-22
3,000407,40,40,60,40,30,40,10,40,60,2022-10-22
3,000408,20,40,70,50,40,40,0,40,50,2022-10-22
3,000410,20,60,70,60,40,40,10,30,70,2022-10-22
3,000411,40,50,60,40,40,50,10,40,50,2022-10-22
3,000412,30,50,60,50,50,60,0,40,60,2022-10-22
3,000413,70,50,30,60,40,70,0,40,40,2022-10-22
3,000414,50,60,50,50,60,40,20,40,60,2022-10-22
3,000415,30,60,60,50,40,50,20,20,70,2022-10-22
3,000416,40,70,50,60,40,60,0,30,40,2022-10-22
3,000418,40,30,70,40,30,40,20,40,50,2022-10-22
3,000419,40,60,60,40,30,40,0,40,40,2022-10-22
3,000420,30,60,40,50,50,50,0,30,70,2022-10-22
3,000421,40,40,50,40,70,60,0,30,30,2022-10-22
3,000423,70,50,40,60,50,40,0,20,40,2022-10-22
3,000424,30,50,40,50,30,40,0,50,50,2022-10-22
3,000425,40,50,60,70,40,60,0,40,50,2022-10-22
3,000383,40,20,50,50,30,30,70,30,70,2022-10-22
4,000415,30,40,50,40,40,40,10,20,60,2022-10-22
4,000416,50,70,30,50,30,40,0,40,40,2022-10-22
4,000418,40,30,50,30,40,30,20,30,30,2022-10-22
4,000419,40,70,50,50,40,40,20,50,50,2022-10-22
4,000420,50,70,40,60,30,40,10,40,60,2022-10-22
4,000421,50,60,30,50,30,40,10,30,40,2022-10-22
4,000423,40,70,20,40,40,40,0,30,40,2022-10-22
4,000424,40,40,40,40,30,30,10,30,30,2022-10-22
4,000425,40,50,60,50,40,50,10,50,40,2022-10-22
4,000383,40,20,50,60,40,40,60,40,60,2022-10-22
1,000395,20,40,50,40,30,50,0,50,40,2022-10-17
1,000400,30,20,40,40,20,40,60,20,60,2022-10-17
1,000429,20,30,30,20,30,40,0,30,40,2022-10-17
1,000437,30,20,50,30,30,30,50,20,40,2022-10-17
1,000453,20,50,40,60,40,50,0,60,50,2022-10-17
1,000552,20,60,50,50,50,60,0,50,60,2022-10-17
1,000558,10,30,30,30,20,30,0,30,50,2022-10-17
1,000566,30,40,50,40,40,40,10,50,60,2022-10-17
1,000568,30,30,40,40,50,40,40,40,50,2022-10-17
1,000570,20,30,40,40,40,30,50,30,50,2022-10-17
1,000572,40,70,70,70,60,60,0,70,80,2022-10-17
1,000573,30,30,40,30,20,40,50,30,40,2022-10-17
1,000574,30,50,40,50,20,40,10,30,50,2022-10-17
1,000576,20,40,50,40,20,40,0,40,50,2022-10-17
1,000577,30,50,50,50,40,50,10,50,40,2022-10-17
1,000582,30,50,50,50,20,20,0,30,50,2022-10-17
1,000587,30,50,60,30,30,40,0,30,50,2022-10-17
1,000593,30,50,50,50,20,30,0,40,50,2022-10-17
1,000594,40,60,50,40,30,40,0,50,70,2022-10-17
1,000596,10,30,50,50,20,20,50,20,60,2022-10-17
1,000600,40,50,60,60,30,40,0,50,70,2022-10-17
1,000603,30,40,40,50,30,40,60,40,60,2022-10-17
1,000610,30,50,50,60,40,40,10,40,40,2022-10-17
1,000613,30,30,40,30,30,30,0,40,50,2022-10-17
1,000614,30,40,50,40,30,30,10,40,50,2022-10-17
1,000616,40,30,50,50,20,30,70,30,50,2022-10-17
1,000623,50,60,70,50,30,30,0,30,70,2022-10-17
1,000626,30,60,50,50,30,40,0,40,40,2022-10-17
1,000634,50,60,50,30,30,30,0,30,40,2022-10-17
1,000635,50,40,40,50,30,30,0,40,40,2022-10-17
1,000636,40,50,50,60,40,40,0,60,60,2022-10-17
1,000642,50,40,60,70,40,50,0,60,70,2022-10-17
1,000643,40,30,50,60,40,40,30,50,60,2022-10-17
1,000646,40,60,60,70,50,40,50,50,70,2022-10-17
1,000651,30,50,40,60,40,50,10,40,40,2022-10-17
1,000653,40,60,50,60,30,40,0,30,50,2022-10-17
1,000659,40,30,60,40,40,30,70,30,60,2022-10-17
1,000699,50,50,50,70,40,50,0,60,70,2022-10-17
1,000910,50,50,60,70,40,40,40,60,80,2022-10-17
1,000912,40,60,60,50,40,50,20,50,60,2022-10-17
1,000915,60,60,60,60,50,50,0,60,70,2022-10-17
1,000917,20,40,70,60,30,40,0,50,50,2022-10-17
1,000920,40,30,50,40,30,40,30,40,60,2022-10-17
1,000922,30,50,60,50,40,40,10,30,60,2022-10-17
1,000925,30,40,50,30,30,30,0,30,50,2022-10-17
1,000926,50,40,50,60,40,40,50,40,60,2022-10-17
1,000927,30,50,60,60,30,50,0,40,80,2022-10-17
1,000929,20,70,50,50,20,30,0,40,40,2022-10-17
1,000930,20,20,60,70,30,70,0,40,60,2022-10-17
1,000933,40,30,50,50,20,30,30,40,50,2022-10-17
2,000395,20,60,50,40,30,40,20,60,40,2022-10-17
2,000400,10,20,50,40,30,10,80,30,70,2022-10-17
2,000429,40,50,30,40,40,50,10,40,40,2022-10-17
2,000437,30,20,40,30,40,10,70,20,60,2022-10-17
2,000453,30,70,30,60,30,50,10,40,30,2022-10-17
2,000552,30,50,50,50,60,40,10,50,60,2022-10-17
2,000558,20,30,30,20,30,50,10,30,70,2022-10-17
2,000566,20,30,40,20,30,20,20,40,50,2022-10-17
2,000568,30,20,40,40,40,30,50,40,50,2022-10-17
2,000570,20,20,40,30,40,20,60,30,40,2022-10-17
2,000572,30,70,60,70,60,60,10,60,70,2022-10-17
2,000573,30,20,40,30,20,20,70,30,40,2022-10-17
2,000574,20,70,20,40,20,50,30,40,50,2022-10-17
2,000576,30,30,30,30,30,40,20,30,40,2022-10-17
2,000577,20,60,50,30,40,40,10,40,40,2022-10-17
2,000582,40,50,40,50,30,40,20,30,50,2022-10-17
2,000587,30,40,60,30,40,40,10,40,50,2022-10-17
2,000593,20,40,30,40,40,30,10,30,30,2022-10-17
2,000594,30,40,60,30,30,40,10,50,60,2022-10-17
2,000596,20,20,50,40,20,30,80,10,50,2022-10-17
2,000600,50,30,50,60,40,50,10,50,70,2022-10-17
2,000603,20,30,40,50,40,20,70,30,60,2022-10-17
2,000610,30,60,40,50,40,60,10,40,30,2022-10-17
2,000613,40,30,30,30,30,30,10,20,40,2022-10-17
2,000614,50,50,40,60,30,50,10,40,50,2022-10-17
2,000616,30,20,50,40,30,30,70,20,50,2022-10-17
2,000623,40,50,60,40,40,50,10,40,60,2022-10-17
2,000626,30,40,30,30,20,30,10,40,30,2022-10-17
2,000634,50,70,40,40,30,40,20,20,30,2022-10-17
2,000635,40,60,40,50,40,50,10,20,40,2022-10-17
2,000636,40,40,50,40,40,40,10,50,50,2022-10-17
2,000642,30,60,70,60,40,70,10,50,60,2022-10-17
2,000643,40,50,50,60,50,50,20,40,40,2022-10-17
2,000646,50,50,60,70,50,40,60,50,60,2022-10-17
2,000651,40,40,30,40,40,30,20,30,40,2022-10-17
2,000653,40,60,50,60,40,30,10,30,50,2022-10-17
2,000659,50,20,50,30,30,20,70,20,70,2022-10-17
2,000699,40,50,50,60,40,30,10,50,60,2022-10-17
2,000910,30,40,50,50,50,40,60,40,80,2022-10-17
2,000912,60,70,40,50,40,60,10,30,60,2022-10-17
2,000915,60,70,50,60,40,60,10,40,70,2022-10-17
2,000917,40,30,60,40,40,30,10,50,50,2022-10-17
2,000920,60,50,50,60,30,30,30,50,60,2022-10-17
2,000922,50,40,70,40,30,40,10,30,40,2022-10-17
2,000925,30,60,50,30,30,30,10,30,70,2022-10-17
2,000926,60,30,50,60,40,20,40,30,70,2022-10-17
2,000927,40,60,70,50,30,60,10,30,80,2022-10-17
2,000929,20,70,50,40,30,40,0,40,30,2022-10-17
2,000930,20,30,60,70,50,80,0,40,60,2022-10-17
2,000933,40,50,60,40,30,30,20,30,40,2022-10-17
3,000395,20,30,50,50,40,50,20,70,50,2022-10-17
3,000400,10,30,40,20,30,30,80,10,60,2022-10-17
3,000429,30,40,30,30,50,40,0,40,50,2022-10-17
3,000437,40,40,30,50,50,30,70,0,40,2022-10-17
3,000453,30,60,40,70,30,50,0,40,40,2022-10-17
3,000552,30,60,70,70,40,40,10,50,80,2022-10-17
3,000558,30,40,40,40,40,40,0,50,70,2022-10-17
3,000566,20,30,60,30,30,20,10,50,50,2022-10-17
3,000568,40,30,40,60,30,30,60,40,50,2022-10-17
3,000570,30,20,30,30,30,40,60,30,50,2022-10-17
3,000572,20,50,70,60,50,50,0,60,60,2022-10-17
3,000573,20,40,30,30,30,40,70,20,40,2022-10-17
3,000574,40,60,20,60,40,50,10,20,60,2022-10-17
3,000576,40,50,30,30,30,20,20,20,30,2022-10-17
3,000577,20,40,40,40,30,30,0,40,50,2022-10-17
3,000582,40,70,50,60,30,40,10,30,60,2022-10-17
3,000587,20,40,70,30,30,40,0,40,50,2022-10-17
3,000593,30,60,40,50,30,20,0,30,40,2022-10-17
3,000594,30,50,50,30,20,30,10,50,60,2022-10-17
3,000596,20,30,40,40,30,20,70,10,60,2022-10-17
3,000600,40,40,50,60,30,30,0,60,60,2022-10-17
3,000603,30,40,50,60,30,30,70,30,70,2022-10-17
3,000610,30,40,40,40,30,40,0,50,30,2022-10-17
3,000613,40,50,50,40,40,40,10,40,50,2022-10-17
3,000614,30,60,50,50,30,40,0,30,50,2022-10-17
3,000616,50,40,30,40,30,20,60,20,50,2022-10-17
3,000623,30,60,60,40,30,30,0,30,60,2022-10-17
3,000626,30,60,40,40,30,30,0,40,40,2022-10-17
3,000634,30,80,40,40,20,50,0,20,30,2022-10-17
3,000635,50,40,50,40,20,40,0,30,50,2022-10-17
3,000636,30,50,50,40,40,30,0,40,50,2022-10-17
3,000642,40,40,80,60,20,50,0,70,70,2022-10-17
3,000643,40,30,50,50,50,30,20,40,40,2022-10-17
3,000646,50,40,50,60,30,30,70,50,70,2022-10-17
3,000651,40,60,50,70,40,60,0,50,50,2022-10-17
3,000653,20,70,60,60,20,40,0,40,40,2022-10-17
3,000659,40,20,50,30,20,20,70,20,70,2022-10-17
3,000699,60,50,60,60,20,40,0,40,60,2022-10-17
3,000910,50,40,70,60,40,50,50,50,80,2022-10-17
3,000912,40,70,60,60,30,40,10,50,70,2022-10-17
3,000915,60,60,50,50,30,40,0,50,60,2022-10-17
3,000917,20,40,70,40,40,30,0,40,50,2022-10-17
3,000920,40,30,50,30,40,30,50,20,40,2022-10-17
3,000922,50,30,80,60,20,40,10,20,50,2022-10-17
3,000925,40,50,50,50,30,30,0,30,50,2022-10-17
3,000926,40,30,40,40,30,20,40,20,60,2022-10-17
3,000927,40,70,60,70,40,50,0,40,80,2022-10-17
3,000929,20,60,30,40,30,50,0,40,30,2022-10-17
3,000930,10,30,60,70,30,70,0,40,60,2022-10-17
3,000933,40,30,50,60,30,30,40,30,60,2022-10-17
